feature1,feature2,spearman_r,p_value
AL_8,AL_291,0.5233,0.0
AL_56,AL_103,0.5233,0.0
AL_65,AL_130,0.5233,0.0
AL_194,AL_217,0.5233,0.0
AL_279,AL_328,0.5232,0.0
AL_26,AL_175,0.5232,0.0
AL_43,AL_181,0.5232,0.0
AL_191,AL_217,0.5231,0.0
AL_64,AL_148,0.5231,0.0
AL_217,AL_284,0.5231,0.0
AL_207,AL_328,0.5231,0.0
AL_217,AL_233,0.5231,0.0
AL_217,AL_292,0.5231,0.0
AL_217,AL_280,0.5231,0.0
AL_217,AL_276,0.5231,0.0
AL_212,AL_217,0.5231,0.0
AL_217,AL_236,0.5231,0.0
AL_217,AL_244,0.5231,0.0
AL_195,AL_217,0.5231,0.0
AL_197,AL_217,0.5231,0.0
AL_217,AL_231,0.5231,0.0
AL_208,AL_217,0.5231,0.0
AL_217,AL_263,0.5231,0.0
AL_217,AL_220,0.5231,0.0
AL_215,AL_254,0.5231,0.0
AL_217,AL_248,0.5231,0.0
AL_217,AL_256,0.5231,0.0
AL_217,AL_272,0.5231,0.0
AL_13,AL_276,0.523,0.0
AL_64,AL_154,0.523,0.0
AL_77,AL_316,0.523,0.0
AL_73,AL_112,0.523,0.0
AL_13,AL_272,0.523,0.0
AL_77,AL_303,0.523,0.0
AL_13,AL_248,0.523,0.0
AL_77,AL_299,0.523,0.0
AL_77,AL_320,0.523,0.0
AL_13,AL_233,0.523,0.0
AL_13,AL_236,0.523,0.0
AL_77,AL_332,0.523,0.0
AL_77,AL_324,0.523,0.0
AL_77,AL_309,0.523,0.0
AL_13,AL_197,0.523,0.0
AL_77,AL_307,0.523,0.0
AL_13,AL_244,0.523,0.0
AL_13,AL_231,0.523,0.0
AL_13,AL_292,0.523,0.0
AL_13,AL_212,0.523,0.0
AL_13,AL_284,0.523,0.0
AL_26,AL_91,0.523,0.0
AL_13,AL_256,0.523,0.0
AL_13,AL_263,0.523,0.0
AL_13,AL_208,0.523,0.0
AL_13,AL_220,0.523,0.0
AL_22,AL_92,0.523,0.0
AL_13,AL_191,0.523,0.0
AL_13,AL_195,0.523,0.0
AL_43,AL_157,0.523,0.0
AL_13,AL_280,0.523,0.0
AL_77,AL_312,0.523,0.0
AL_55,AL_139,0.5229,0.0
AL_55,AL_77,0.5229,0.0
AL_302,AL_333,0.5229,0.0
AL_74,AL_136,0.5229,0.0
AL_185,AL_315,0.5229,0.0
AL_298,AL_330,0.5228,0.0
AL_8,AL_103,0.5228,0.0
AL_327,AL_329,0.5227,0.0
AL_73,AL_148,0.5227,0.0
AL_318,AL_327,0.5227,0.0
AL_327,AL_330,0.5227,0.0
AL_40,AL_83,0.5227,0.0
AL_216,AL_285,0.5226,0.0
AL_314,AL_328,0.5226,0.0
AL_55,AL_121,0.5226,0.0
AL_74,AL_157,0.5225,0.0
AL_8,AL_207,0.5225,0.0
AL_67,AL_224,0.5225,0.0
AL_47,AL_163,0.5225,0.0
AL_40,AL_151,0.5225,0.0
AL_55,AL_154,0.5225,0.0
AL_215,AL_285,0.5224,0.0
AL_13,AL_283,0.5224,0.0
AL_23,AL_83,0.5224,0.0
AL_55,AL_130,0.5224,0.0
AL_13,AL_200,0.5223,0.0
AL_217,AL_219,0.5223,0.0
AL_67,AL_243,0.5223,0.0
AL_59,AL_127,0.5223,0.0
AL_13,AL_204,0.5223,0.0
AL_13,AL_227,0.5223,0.0
AL_20,AL_95,0.5223,0.0
AL_13,AL_240,0.5223,0.0
AL_295,AL_298,0.5223,0.0
AL_13,AL_269,0.5223,0.0
AL_83,AL_327,0.5223,0.0
AL_15,AL_260,0.5223,0.0
AL_73,AL_327,0.5223,0.0
AL_13,AL_267,0.5223,0.0
AL_322,AL_331,0.5222,0.0
AL_73,AL_181,0.5222,0.0
AL_247,AL_328,0.5222,0.0
AL_326,AL_331,0.522,0.0
AL_43,AL_103,0.522,0.0
AL_275,AL_328,0.522,0.0
AL_40,AL_69,0.5219,0.0
AL_226,AL_328,0.5219,0.0
AL_55,AL_83,0.5218,0.0
AL_109,AL_215,0.5218,0.0
AL_65,AL_148,0.5217,0.0
AL_40,AL_77,0.5217,0.0
AL_62,AL_142,0.5217,0.0
AL_26,AL_76,0.5217,0.0
AL_21,AL_95,0.5217,0.0
AL_40,AL_154,0.5216,0.0
AL_54,AL_56,0.5216,0.0
AL_56,AL_124,0.5216,0.0
AL_51,AL_61,0.5216,0.0
AL_92,AL_93,0.5215,0.0
AL_311,AL_322,0.5215,0.0
AL_64,AL_166,0.5215,0.0
AL_73,AL_136,0.5215,0.0
AL_109,AL_216,0.5214,0.0
AL_216,AL_259,0.5214,0.0
AL_46,AL_54,0.5214,0.0
AL_27,AL_33,0.5214,0.0
AL_26,AL_88,0.5214,0.0
AL_295,AL_319,0.5214,0.0
AL_44,AL_296,0.5213,0.0
AL_40,AL_175,0.5213,0.0
AL_9,AL_266,0.5213,0.0
AL_15,AL_255,0.5213,0.0
AL_71,AL_72,0.5212,0.0
AL_44,AL_163,0.5212,0.0
AL_311,AL_314,0.5212,0.0
AL_9,AL_292,0.5211,0.0
AL_26,AL_115,0.5211,0.0
AL_9,AL_284,0.5211,0.0
AL_9,AL_263,0.5211,0.0
AL_9,AL_272,0.5211,0.0
AL_9,AL_276,0.5211,0.0
AL_9,AL_256,0.5211,0.0
AL_9,AL_248,0.5211,0.0
AL_9,AL_280,0.5211,0.0
AL_9,AL_208,0.5211,0.0
AL_9,AL_231,0.5211,0.0
AL_9,AL_197,0.5211,0.0
AL_9,AL_244,0.5211,0.0
AL_9,AL_212,0.5211,0.0
AL_47,AL_142,0.5211,0.0
AL_199,AL_328,0.5211,0.0
AL_9,AL_233,0.5211,0.0
AL_9,AL_191,0.5211,0.0
AL_9,AL_195,0.5211,0.0
AL_9,AL_236,0.5211,0.0
AL_9,AL_220,0.5211,0.0
AL_26,AL_184,0.521,0.0
AL_45,AL_71,0.521,0.0
AL_73,AL_130,0.521,0.0
AL_7,AL_22,0.521,0.0
AL_194,AL_328,0.521,0.0
AL_310,AL_319,0.521,0.0
AL_56,AL_178,0.521,0.0
AL_313,AL_323,0.5209,0.0
AL_47,AL_296,0.5209,0.0
AL_99,AL_169,0.5209,0.0
AL_7,AL_178,0.5209,0.0
AL_67,AL_190,0.5209,0.0
AL_239,AL_328,0.5208,0.0
AL_9,AL_194,0.5208,0.0
AL_262,AL_328,0.5207,0.0
AL_319,AL_330,0.5207,0.0
AL_77,AL_78,0.5207,0.0
AL_64,AL_133,0.5206,0.0
AL_70,AL_178,0.5206,0.0
AL_326,AL_328,0.5206,0.0
AL_64,AL_100,0.5206,0.0
AL_44,AL_77,0.5206,0.0
AL_67,AL_262,0.5206,0.0
AL_217,AL_243,0.5205,0.0
AL_64,AL_109,0.5205,0.0
AL_211,AL_328,0.5204,0.0
AL_43,AL_215,0.5204,0.0
AL_44,AL_166,0.5204,0.0
AL_56,AL_151,0.5204,0.0
AL_74,AL_181,0.5204,0.0
AL_59,AL_157,0.5203,0.0
AL_41,AL_327,0.5203,0.0
AL_297,AL_306,0.5203,0.0
AL_55,AL_145,0.5203,0.0
AL_44,AL_142,0.5203,0.0
AL_40,AL_100,0.5203,0.0
AL_77,AL_323,0.5202,0.0
AL_55,AL_109,0.5202,0.0
AL_15,AL_224,0.5202,0.0
AL_9,AL_204,0.5201,0.0
AL_9,AL_267,0.5201,0.0
AL_224,AL_328,0.5201,0.0
AL_44,AL_327,0.5201,0.0
AL_9,AL_227,0.5201,0.0
AL_13,AL_224,0.5201,0.0
AL_9,AL_240,0.5201,0.0
AL_9,AL_200,0.5201,0.0
AL_295,AL_315,0.5201,0.0
AL_302,AL_314,0.5201,0.0
AL_43,AL_151,0.5201,0.0
AL_47,AL_166,0.5201,0.0
AL_74,AL_175,0.5201,0.0
AL_9,AL_269,0.5201,0.0
AL_58,AL_122,0.52,0.0
AL_58,AL_149,0.52,0.0
AL_58,AL_104,0.52,0.0
AL_58,AL_176,0.52,0.0
AL_58,AL_182,0.52,0.0
AL_58,AL_131,0.52,0.0
AL_58,AL_155,0.52,0.0
AL_58,AL_170,0.52,0.0
AL_58,AL_167,0.52,0.0
AL_58,AL_164,0.52,0.0
AL_58,AL_134,0.52,0.0
AL_58,AL_137,0.52,0.0
AL_58,AL_161,0.52,0.0
AL_56,AL_181,0.52,0.0
AL_58,AL_158,0.52,0.0
AL_58,AL_140,0.52,0.0
AL_58,AL_146,0.52,0.0
AL_58,AL_101,0.52,0.0
AL_58,AL_107,0.52,0.0
AL_58,AL_173,0.52,0.0
AL_58,AL_119,0.52,0.0
AL_58,AL_125,0.52,0.0
AL_58,AL_116,0.52,0.0
AL_58,AL_110,0.52,0.0
AL_184,AL_315,0.52,0.0
AL_58,AL_152,0.52,0.0
AL_58,AL_128,0.52,0.0
AL_58,AL_179,0.52,0.0
AL_55,AL_175,0.52,0.0
AL_58,AL_143,0.52,0.0
AL_58,AL_113,0.52,0.0
AL_14,AL_203,0.5199,0.0
AL_211,AL_217,0.5198,0.0
AL_92,AL_106,0.5198,0.0
AL_74,AL_115,0.5198,0.0
AL_62,AL_296,0.5197,0.0
AL_56,AL_118,0.5197,0.0
AL_196,AL_216,0.5197,0.0
AL_190,AL_328,0.5197,0.0
AL_73,AL_92,0.5197,0.0
AL_215,AL_298,0.5197,0.0
AL_300,AL_311,0.5196,0.0
AL_8,AL_203,0.5196,0.0
AL_47,AL_327,0.5196,0.0
AL_8,AL_110,0.5195,0.0
AL_8,AL_104,0.5195,0.0
AL_8,AL_122,0.5195,0.0
AL_8,AL_119,0.5195,0.0
AL_283,AL_328,0.5195,0.0
AL_8,AL_107,0.5195,0.0
AL_8,AL_116,0.5195,0.0
AL_8,AL_101,0.5195,0.0
AL_8,AL_113,0.5195,0.0
AL_74,AL_133,0.5195,0.0
AL_8,AL_128,0.5195,0.0
AL_8,AL_152,0.5195,0.0
AL_8,AL_173,0.5195,0.0
AL_8,AL_161,0.5195,0.0
AL_67,AL_255,0.5195,0.0
AL_8,AL_146,0.5195,0.0
AL_8,AL_155,0.5195,0.0
AL_8,AL_176,0.5195,0.0
AL_8,AL_179,0.5195,0.0
AL_8,AL_182,0.5195,0.0
AL_8,AL_170,0.5195,0.0
AL_76,AL_328,0.5195,0.0
AL_8,AL_125,0.5195,0.0
AL_8,AL_167,0.5195,0.0
AL_18,AL_95,0.5195,0.0
AL_8,AL_164,0.5195,0.0
AL_8,AL_143,0.5195,0.0
AL_8,AL_140,0.5195,0.0
AL_291,AL_328,0.5195,0.0
AL_8,AL_131,0.5195,0.0
AL_8,AL_134,0.5195,0.0
AL_8,AL_158,0.5195,0.0
AL_8,AL_149,0.5195,0.0
AL_8,AL_137,0.5195,0.0
AL_52,AL_54,0.5194,0.0
AL_62,AL_77,0.5194,0.0
AL_8,AL_288,0.5194,0.0
AL_67,AL_266,0.5194,0.0
AL_24,AL_83,0.5193,0.0
AL_16,AL_95,0.5193,0.0
AL_59,AL_112,0.5192,0.0
AL_59,AL_136,0.5192,0.0
AL_295,AL_327,0.5192,0.0
AL_9,AL_260,0.5192,0.0
AL_26,AL_139,0.5192,0.0
AL_65,AL_83,0.5192,0.0
AL_26,AL_136,0.5191,0.0
AL_92,AL_306,0.5191,0.0
AL_74,AL_118,0.5191,0.0
AL_40,AL_215,0.5191,0.0
AL_15,AL_230,0.519,0.0
AL_73,AL_118,0.519,0.0
AL_7,AL_172,0.519,0.0
AL_302,AL_322,0.519,0.0
AL_7,AL_18,0.519,0.0
AL_73,AL_139,0.519,0.0
AL_187,AL_216,0.519,0.0
AL_73,AL_133,0.5189,0.0
AL_54,AL_73,0.5189,0.0
AL_24,AL_95,0.5189,0.0
AL_298,AL_308,0.5189,0.0
AL_58,AL_136,0.5189,0.0
AL_55,AL_215,0.5188,0.0
AL_65,AL_175,0.5188,0.0
AL_67,AL_247,0.5188,0.0
AL_61,AL_178,0.5188,0.0
AL_230,AL_328,0.5187,0.0
AL_266,AL_328,0.5187,0.0
AL_13,AL_188,0.5187,0.0
AL_298,AL_314,0.5187,0.0
AL_59,AL_160,0.5187,0.0
AL_73,AL_83,0.5186,0.0
AL_216,AL_254,0.5186,0.0
AL_65,AL_157,0.5186,0.0
AL_252,AL_328,0.5186,0.0
AL_65,AL_115,0.5186,0.0
AL_65,AL_139,0.5186,0.0
AL_64,AL_142,0.5185,0.0
AL_13,AL_260,0.5185,0.0
AL_305,AL_319,0.5185,0.0
AL_16,AL_83,0.5184,0.0
AL_61,AL_172,0.5184,0.0
AL_70,AL_172,0.5184,0.0
AL_20,AL_83,0.5184,0.0
AL_58,AL_178,0.5184,0.0
AL_56,AL_115,0.5183,0.0
AL_47,AL_77,0.5183,0.0
AL_26,AL_100,0.5183,0.0
AL_15,AL_247,0.5183,0.0
AL_216,AL_242,0.5182,0.0
AL_216,AL_246,0.5182,0.0
AL_302,AL_326,0.5182,0.0
AL_43,AL_175,0.5182,0.0
AL_216,AL_293,0.5182,0.0
AL_56,AL_112,0.5182,0.0
AL_298,AL_326,0.5181,0.0
AL_43,AL_130,0.5181,0.0
AL_243,AL_328,0.5181,0.0
AL_55,AL_136,0.5181,0.0
AL_59,AL_130,0.5181,0.0
AL_40,AL_118,0.518,0.0
AL_296,AL_310,0.518,0.0
AL_15,AL_226,0.518,0.0
AL_65,AL_136,0.518,0.0
AL_15,AL_266,0.518,0.0
AL_328,AL_330,0.518,0.0
AL_26,AL_154,0.518,0.0
AL_40,AL_121,0.5179,0.0
AL_13,AL_230,0.5179,0.0
AL_74,AL_100,0.5179,0.0
AL_215,AL_245,0.5179,0.0
AL_66,AL_71,0.5179,0.0
AL_44,AL_216,0.5178,0.0
AL_7,AL_100,0.5178,0.0
AL_310,AL_327,0.5178,0.0
AL_58,AL_160,0.5177,0.0
AL_26,AL_121,0.5177,0.0
AL_94,AL_328,0.5176,0.0
AL_305,AL_328,0.5176,0.0
AL_49,AL_172,0.5176,0.0
AL_67,AL_275,0.5176,0.0
AL_9,AL_230,0.5176,0.0
AL_73,AL_154,0.5176,0.0
AL_26,AL_166,0.5175,0.0
AL_296,AL_329,0.5175,0.0
AL_305,AL_327,0.5175,0.0
AL_84,AL_92,0.5175,0.0
AL_40,AL_133,0.5175,0.0
AL_215,AL_242,0.5175,0.0
AL_40,AL_148,0.5174,0.0
AL_15,AL_235,0.5174,0.0
AL_40,AL_145,0.5174,0.0
AL_7,AL_151,0.5173,0.0
AL_74,AL_148,0.5173,0.0
AL_56,AL_160,0.5173,0.0
AL_311,AL_330,0.5173,0.0
AL_67,AL_95,0.5173,0.0
AL_67,AL_230,0.5173,0.0
AL_70,AL_107,0.5172,0.0
AL_70,AL_104,0.5172,0.0
AL_70,AL_161,0.5172,0.0
AL_58,AL_112,0.5172,0.0
AL_70,AL_164,0.5172,0.0
AL_70,AL_158,0.5172,0.0
AL_70,AL_167,0.5172,0.0
AL_70,AL_170,0.5172,0.0
AL_187,AL_215,0.5172,0.0
AL_296,AL_317,0.5172,0.0
AL_70,AL_110,0.5172,0.0
AL_70,AL_101,0.5172,0.0
AL_70,AL_155,0.5172,0.0
AL_70,AL_152,0.5172,0.0
AL_70,AL_176,0.5172,0.0
AL_70,AL_113,0.5172,0.0
AL_70,AL_146,0.5172,0.0
AL_70,AL_116,0.5172,0.0
AL_70,AL_119,0.5172,0.0
AL_70,AL_122,0.5172,0.0
AL_70,AL_143,0.5172,0.0
AL_70,AL_140,0.5172,0.0
AL_70,AL_137,0.5172,0.0
AL_70,AL_134,0.5172,0.0
AL_70,AL_125,0.5172,0.0
AL_70,AL_128,0.5172,0.0
AL_70,AL_149,0.5172,0.0
AL_70,AL_173,0.5172,0.0
AL_70,AL_179,0.5172,0.0
AL_43,AL_100,0.5172,0.0
AL_306,AL_318,0.5172,0.0
AL_58,AL_151,0.5172,0.0
AL_70,AL_182,0.5172,0.0
AL_64,AL_163,0.5172,0.0
AL_88,AL_328,0.5172,0.0
AL_43,AL_115,0.5172,0.0
AL_61,AL_89,0.5172,0.0
AL_70,AL_131,0.5172,0.0
AL_58,AL_77,0.5171,0.0
AL_43,AL_160,0.5171,0.0
AL_83,AL_296,0.5171,0.0
AL_74,AL_139,0.517,0.0
AL_7,AL_175,0.517,0.0
AL_217,AL_291,0.517,0.0
AL_65,AL_151,0.517,0.0
AL_67,AL_188,0.517,0.0
AL_42,AL_56,0.5169,0.0
AL_216,AL_298,0.5169,0.0
AL_13,AL_279,0.5169,0.0
AL_56,AL_157,0.5168,0.0
AL_56,AL_89,0.5168,0.0
AL_74,AL_169,0.5168,0.0
AL_15,AL_194,0.5168,0.0
AL_75,AL_77,0.5167,0.0
AL_14,AL_16,0.5167,0.0
AL_56,AL_148,0.5167,0.0
AL_43,AL_77,0.5167,0.0
AL_79,AL_328,0.5167,0.0
AL_67,AL_260,0.5167,0.0
AL_45,AL_49,0.5167,0.0
AL_74,AL_160,0.5166,0.0
AL_43,AL_127,0.5166,0.0
AL_73,AL_169,0.5166,0.0
AL_67,AL_194,0.5165,0.0
AL_26,AL_142,0.5165,0.0
AL_56,AL_169,0.5165,0.0
AL_65,AL_100,0.5164,0.0
AL_58,AL_118,0.5164,0.0
AL_15,AL_199,0.5164,0.0
AL_67,AL_291,0.5164,0.0
AL_56,AL_175,0.5164,0.0
AL_26,AL_185,0.5164,0.0
AL_298,AL_310,0.5164,0.0
AL_65,AL_169,0.5163,0.0
AL_67,AL_219,0.5163,0.0
AL_255,AL_328,0.5163,0.0
AL_73,AL_175,0.5163,0.0
AL_49,AL_158,0.5162,0.0
AL_49,AL_173,0.5162,0.0
AL_49,AL_137,0.5162,0.0
AL_49,AL_176,0.5162,0.0
AL_49,AL_149,0.5162,0.0
AL_49,AL_155,0.5162,0.0
AL_49,AL_134,0.5162,0.0
AL_49,AL_107,0.5162,0.0
AL_49,AL_131,0.5162,0.0
AL_49,AL_125,0.5162,0.0
AL_49,AL_179,0.5162,0.0
AL_49,AL_182,0.5162,0.0
AL_49,AL_128,0.5162,0.0
AL_217,AL_247,0.5162,0.0
AL_49,AL_122,0.5162,0.0
AL_49,AL_101,0.5162,0.0
AL_49,AL_170,0.5162,0.0
AL_49,AL_152,0.5162,0.0
AL_49,AL_164,0.5162,0.0
AL_49,AL_161,0.5162,0.0
AL_49,AL_116,0.5162,0.0
AL_49,AL_119,0.5162,0.0
AL_49,AL_110,0.5162,0.0
AL_49,AL_104,0.5162,0.0
AL_49,AL_146,0.5162,0.0
AL_73,AL_100,0.5162,0.0
AL_49,AL_113,0.5162,0.0
AL_49,AL_143,0.5162,0.0
AL_49,AL_140,0.5162,0.0
AL_49,AL_167,0.5162,0.0
AL_329,AL_331,0.5161,0.0
AL_95,AL_328,0.5161,0.0
AL_56,AL_133,0.5161,0.0
AL_67,AL_199,0.5161,0.0
AL_59,AL_145,0.5161,0.0
AL_331,AL_333,0.5161,0.0
AL_15,AL_291,0.5161,0.0
AL_46,AL_178,0.5161,0.0
AL_308,AL_328,0.516,0.0
AL_58,AL_130,0.516,0.0
AL_13,AL_247,0.516,0.0
AL_65,AL_66,0.516,0.0
AL_14,AL_128,0.5159,0.0
AL_14,AL_170,0.5159,0.0
AL_14,AL_143,0.5159,0.0
AL_14,AL_182,0.5159,0.0
AL_14,AL_104,0.5159,0.0
AL_14,AL_101,0.5159,0.0
AL_14,AL_146,0.5159,0.0
AL_14,AL_179,0.5159,0.0
AL_14,AL_131,0.5159,0.0
AL_14,AL_155,0.5159,0.0
AL_14,AL_167,0.5159,0.0
AL_14,AL_173,0.5159,0.0
AL_14,AL_176,0.5159,0.0
AL_15,AL_283,0.5159,0.0
AL_14,AL_125,0.5159,0.0
AL_14,AL_107,0.5159,0.0
AL_22,AL_95,0.5159,0.0
AL_14,AL_161,0.5159,0.0
AL_14,AL_110,0.5159,0.0
AL_14,AL_113,0.5159,0.0
AL_58,AL_127,0.5159,0.0
AL_14,AL_140,0.5159,0.0
AL_14,AL_137,0.5159,0.0
AL_14,AL_122,0.5159,0.0
AL_14,AL_152,0.5159,0.0
AL_14,AL_158,0.5159,0.0
AL_14,AL_116,0.5159,0.0
AL_14,AL_149,0.5159,0.0
AL_14,AL_134,0.5159,0.0
AL_14,AL_164,0.5159,0.0
AL_14,AL_119,0.5159,0.0
AL_43,AL_136,0.5158,0.0
AL_13,AL_226,0.5158,0.0
AL_67,AL_235,0.5158,0.0
AL_13,AL_266,0.5158,0.0
AL_235,AL_328,0.5158,0.0
AL_71,AL_178,0.5158,0.0
AL_43,AL_139,0.5157,0.0
AL_15,AL_190,0.5157,0.0
AL_311,AL_318,0.5157,0.0
AL_13,AL_211,0.5157,0.0
AL_59,AL_175,0.5157,0.0
AL_15,AL_243,0.5156,0.0
AL_318,AL_319,0.5156,0.0
AL_42,AL_58,0.5156,0.0
AL_300,AL_331,0.5156,0.0
AL_296,AL_314,0.5156,0.0
AL_314,AL_315,0.5156,0.0
AL_308,AL_323,0.5155,0.0
AL_216,AL_222,0.5155,0.0
AL_19,AL_83,0.5155,0.0
AL_9,AL_262,0.5155,0.0
AL_184,AL_302,0.5154,0.0
AL_55,AL_166,0.5154,0.0
AL_65,AL_121,0.5153,0.0
AL_52,AL_178,0.5152,0.0
AL_22,AL_83,0.5152,0.0
AL_26,AL_160,0.5152,0.0
AL_215,AL_265,0.5151,0.0
AL_59,AL_124,0.5151,0.0
AL_67,AL_226,0.5151,0.0
AL_47,AL_83,0.515,0.0
AL_216,AL_221,0.515,0.0
AL_15,AL_262,0.515,0.0
AL_58,AL_157,0.515,0.0
AL_65,AL_133,0.5149,0.0
AL_73,AL_109,0.5149,0.0
AL_39,AL_56,0.5149,0.0
AL_55,AL_216,0.5148,0.0
AL_13,AL_243,0.5148,0.0
AL_62,AL_327,0.5148,0.0
AL_65,AL_216,0.5148,0.0
AL_56,AL_136,0.5148,0.0
AL_46,AL_172,0.5147,0.0
AL_13,AL_199,0.5147,0.0
AL_314,AL_327,0.5147,0.0
AL_15,AL_188,0.5146,0.0
AL_59,AL_169,0.5146,0.0
AL_59,AL_118,0.5146,0.0
AL_15,AL_203,0.5146,0.0
AL_13,AL_291,0.5146,0.0
AL_308,AL_327,0.5146,0.0
AL_67,AL_287,0.5146,0.0
AL_61,AL_157,0.5145,0.0
AL_317,AL_319,0.5145,0.0
AL_9,AL_219,0.5145,0.0
AL_322,AL_323,0.5145,0.0
AL_59,AL_181,0.5145,0.0
AL_73,AL_163,0.5145,0.0
AL_26,AL_151,0.5144,0.0
AL_46,AL_48,0.5144,0.0
AL_217,AL_279,0.5144,0.0
AL_19,AL_95,0.5144,0.0
AL_59,AL_115,0.5144,0.0
AL_13,AL_194,0.5144,0.0
AL_74,AL_145,0.5144,0.0
AL_97,AL_328,0.5144,0.0
AL_46,AL_167,0.5143,0.0
AL_46,AL_113,0.5143,0.0
AL_14,AL_17,0.5143,0.0
AL_46,AL_104,0.5143,0.0
AL_46,AL_149,0.5143,0.0
AL_46,AL_107,0.5143,0.0
AL_46,AL_110,0.5143,0.0
AL_46,AL_155,0.5143,0.0
AL_46,AL_158,0.5143,0.0
AL_13,AL_219,0.5143,0.0
AL_46,AL_152,0.5143,0.0
AL_46,AL_161,0.5143,0.0
AL_46,AL_116,0.5143,0.0
AL_46,AL_101,0.5143,0.0
AL_46,AL_137,0.5143,0.0
AL_13,AL_207,0.5143,0.0
AL_46,AL_122,0.5143,0.0
AL_46,AL_182,0.5143,0.0
AL_46,AL_179,0.5143,0.0
AL_74,AL_154,0.5143,0.0
AL_46,AL_119,0.5143,0.0
AL_46,AL_176,0.5143,0.0
AL_46,AL_164,0.5143,0.0
AL_46,AL_170,0.5143,0.0
AL_46,AL_173,0.5143,0.0
AL_46,AL_134,0.5143,0.0
AL_46,AL_131,0.5143,0.0
AL_46,AL_128,0.5143,0.0
AL_46,AL_125,0.5143,0.0
AL_46,AL_140,0.5143,0.0
AL_46,AL_143,0.5143,0.0
AL_46,AL_146,0.5143,0.0
AL_43,AL_216,0.5143,0.0
AL_71,AL_179,0.5142,0.0
AL_67,AL_271,0.5142,0.0
AL_71,AL_140,0.5142,0.0
AL_71,AL_137,0.5142,0.0
AL_71,AL_134,0.5142,0.0
AL_71,AL_131,0.5142,0.0
AL_71,AL_128,0.5142,0.0
AL_71,AL_125,0.5142,0.0
AL_71,AL_116,0.5142,0.0
AL_71,AL_122,0.5142,0.0
AL_71,AL_119,0.5142,0.0
AL_71,AL_146,0.5142,0.0
AL_71,AL_113,0.5142,0.0
AL_71,AL_110,0.5142,0.0
AL_71,AL_107,0.5142,0.0
AL_71,AL_104,0.5142,0.0
AL_71,AL_101,0.5142,0.0
AL_55,AL_327,0.5142,0.0
AL_71,AL_143,0.5142,0.0
AL_71,AL_152,0.5142,0.0
AL_71,AL_164,0.5142,0.0
AL_71,AL_158,0.5142,0.0
AL_71,AL_161,0.5142,0.0
AL_71,AL_155,0.5142,0.0
AL_71,AL_182,0.5142,0.0
AL_71,AL_176,0.5142,0.0
AL_71,AL_170,0.5142,0.0
AL_85,AL_328,0.5142,0.0
AL_46,AL_89,0.5142,0.0
AL_71,AL_173,0.5142,0.0
AL_71,AL_149,0.5142,0.0
AL_71,AL_167,0.5142,0.0
AL_45,AL_70,0.5141,0.0
AL_25,AL_95,0.5141,0.0
AL_73,AL_121,0.5141,0.0
AL_9,AL_190,0.5141,0.0
AL_328,AL_329,0.5141,0.0
AL_44,AL_215,0.5141,0.0
AL_7,AL_121,0.5141,0.0
AL_305,AL_323,0.514,0.0
AL_296,AL_300,0.514,0.0
AL_15,AL_279,0.514,0.0
AL_59,AL_139,0.5139,0.0
AL_15,AL_207,0.5139,0.0
AL_9,AL_252,0.5139,0.0
AL_83,AL_306,0.5139,0.0
AL_8,AL_154,0.5139,0.0
AL_319,AL_322,0.5139,0.0
AL_186,AL_215,0.5138,0.0
AL_302,AL_330,0.5138,0.0
AL_188,AL_328,0.5138,0.0
AL_67,AL_283,0.5138,0.0
AL_315,AL_329,0.5137,0.0
AL_7,AL_118,0.5137,0.0
AL_15,AL_239,0.5137,0.0
AL_70,AL_112,0.5137,0.0
AL_295,AL_302,0.5137,0.0
AL_298,AL_300,0.5137,0.0
AL_43,AL_133,0.5137,0.0
AL_77,AL_298,0.5136,0.0
AL_26,AL_145,0.5136,0.0
AL_8,AL_175,0.5136,0.0
AL_92,AL_296,0.5136,0.0
AL_26,AL_124,0.5136,0.0
AL_44,AL_83,0.5136,0.0
AL_322,AL_328,0.5136,0.0
AL_215,AL_261,0.5136,0.0
AL_296,AL_313,0.5135,0.0
AL_7,AL_112,0.5135,0.0
AL_52,AL_172,0.5135,0.0
AL_15,AL_275,0.5134,0.0
AL_43,AL_118,0.5134,0.0
AL_7,AL_148,0.5134,0.0
AL_13,AL_255,0.5134,0.0
AL_317,AL_327,0.5134,0.0
AL_217,AL_255,0.5134,0.0
AL_42,AL_65,0.5133,0.0
AL_9,AL_271,0.5133,0.0
AL_55,AL_142,0.5133,0.0
AL_58,AL_175,0.5133,0.0
AL_65,AL_215,0.5133,0.0
AL_56,AL_154,0.5133,0.0
AL_15,AL_271,0.5133,0.0
AL_9,AL_224,0.5133,0.0
AL_14,AL_172,0.5132,0.0
AL_8,AL_145,0.5132,0.0
AL_25,AL_83,0.5132,0.0
AL_313,AL_328,0.5132,0.0
AL_65,AL_145,0.5132,0.0
AL_9,AL_247,0.5131,0.0
AL_58,AL_154,0.5131,0.0
AL_65,AL_109,0.5131,0.0
AL_83,AL_93,0.513,0.0
AL_305,AL_315,0.513,0.0
AL_41,AL_83,0.513,0.0
AL_68,AL_79,0.513,0.0
AL_74,AL_121,0.513,0.0
AL_21,AL_83,0.513,0.0
AL_9,AL_255,0.5129,0.0
AL_63,AL_68,0.5129,0.0
AL_26,AL_181,0.5129,0.0
